Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-03-11 00:00:00-05:00,17493066.788480636,17493066.788480636,17003396.0,17003396.0,0,0.0,0.0,0.0
2010-03-12 00:00:00-05:00,16994953.506202873,17362206.599854052,16699462.511311118,17353764.0,0,0.0,0.0,0.0
2010-03-15 00:00:00-04:00,17847656.4,18079827.9,17716796.1,17982738.0,0,0.0,0.0,0.0
2010-03-16 00:00:00-04:00,16779665.569895223,16779665.569895223,16517945.0,16517945.0,0,0.0,0.0,0.0
2010-03-17 00:00:00-04:00,16517945.0,16517945.0,16517945.0,16517945.0,0,0.0,0.0,0.0
2010-03-18 00:00:00-04:00,16517945.0,16517945.0,16517945.0,16517945.0,0,0.0,0.0,0.0
2010-03-19 00:00:00-04:00,17210239.500734933,17231346.0,17210239.500734933,17231346.0,0,0.0,0.0,0.0
2010-03-22 00:00:00-04:00,17539500.280224178,17539500.280224178,15817210.0,15817210.0,0,0.0,0.0,0.0
2010-03-23 00:00:00-04:00,15542825.155269058,15542825.155269058,15044711.801569507,15061597.0,0,0.0,0.0,0.0
2010-03-24 00:00:00-04:00,15040489.661567878,15454177.0,15032047.062824365,15454177.0,0,0.0,0.0,0.0
2010-03-25 00:00:00-04:00,15027829.247775681,15677909.501752494,14880083.735508224,15656803.0,0,0.0,0.0,0.0
2010-03-26 00:00:00-04:00,15234671.413647184,16243562.094683947,15162909.314996034,15960735.0,0,0.0,0.0,0.0
2010-03-29 00:00:00-04:00,16040937.612674134,16040937.612674134,15399300.108167168,15454177.0,0,0.0,0.0,0.0
2010-03-30 00:00:00-04:00,15378194.0,15378194.0,15378194.0,15378194.0,0,0.0,0.0,0.0
2010-03-31 00:00:00-04:00,15563929.76746097,15563929.76746097,14951841.398520954,15411963.0,0,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,14626803.838920686,15686350.091032978,14445287.947124558,15487949.0,0,0.0,0.0,0.0
2010-04-05 00:00:00-04:00,14246884.146341464,14246884.146341464,13989384.906955736,14018934.0,0,0.0,0.0,0.0
2010-04-06 00:00:00-04:00,14297542.598222222,14407296.39437037,14082256.305777777,14246887.0,0,0.0,0.0,0.0
2010-04-07 00:00:00-04:00,14449510.934138972,14495945.237462236,13888077.993957704,13972504.0,0,0.0,0.0,0.0
2010-04-08 00:00:00-04:00,14225779.451464675,15002498.566915566,14225779.451464675,14698565.0,0,0.0,0.0,0.0
