Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-08-26 00:00:00-04:00,18.886973356787536,18.886973356787536,18.787609100341797,18.787609100341797,1000,0.0,0.0,0.0
2021-08-27 00:00:00-04:00,18.825828831362976,18.864046980696852,18.825828831362976,18.856403350830078,600,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,18.894621779983805,18.900737559163677,18.879335976717783,18.886978149414062,3800,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,18.879335976717783,18.894621779983805,18.879335976717783,18.886978149414062,3400,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,18.902262617477398,18.902262617477398,18.89461898803711,18.89461898803711,2500,0.0,0.0,0.0
2021-09-02 00:00:00-04:00,18.932839576038226,18.932839576038226,18.859461890250294,18.875513076782227,8300,0.0,0.0,0.0
2021-09-03 00:00:00-04:00,18.909908684761138,18.909908684761138,18.875513076782227,18.875513076782227,1300,0.0,0.0,0.0
2021-09-07 00:00:00-04:00,18.917555386973454,18.917555386973454,18.871695054846025,18.898447036743164,6500,0.0,0.0,0.0
2021-09-08 00:00:00-04:00,18.916021591945867,18.91678697544263,18.88697638164878,18.902263641357422,20300,0.0,0.0,0.0
2021-09-09 00:00:00-04:00,18.89386043013298,18.89386043013298,18.883159637451172,18.883159637451172,900,0.0,0.0,0.0
2021-09-10 00:00:00-04:00,18.955771950952933,18.955771950952933,18.883159637451172,18.883159637451172,6000,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,18.87933562093179,18.88697779348405,18.8640483600804,18.875513076782227,1400,0.0,0.0,0.0
2021-09-14 00:00:00-04:00,18.909906246917686,18.909906246917686,18.89461898803711,18.89461898803711,800,0.0,0.0,0.0
2021-09-15 00:00:00-04:00,18.932839714786912,18.932839714786912,18.841117606879816,18.89080047607422,9700,0.0,0.0,0.0
2021-09-16 00:00:00-04:00,18.89462484575506,18.909912109375,18.89462484575506,18.909912109375,700,0.0,0.0,0.0
2021-09-17 00:00:00-04:00,18.81054635393276,18.81054635393276,18.72646786841218,18.793729782104492,17900,0.0,0.0,0.0
2021-09-20 00:00:00-04:00,18.731649033857998,18.731649033857998,18.53237600072731,18.551536560058594,1800,0.067,0.0,0.0
2021-09-21 00:00:00-04:00,18.655004501342773,18.662669017104303,18.639675469819718,18.655004501342773,700,0.0,0.0,0.0
2021-09-22 00:00:00-04:00,18.647332916695763,18.777626711535778,18.647332916695763,18.712480545043945,2600,0.0,0.0,0.0
2021-09-23 00:00:00-04:00,18.758472320921054,18.800626424545225,18.73241326102355,18.785297393798828,36400,0.0,0.0,0.0
2021-09-24 00:00:00-04:00,18.739312214507663,18.80829139267007,18.72398318339227,18.773801803588867,3500,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,18.773801803588867,18.773801803588867,18.773801803588867,18.773801803588867,0,0.0,0.0,0.0
2021-09-28 00:00:00-04:00,18.41051051180287,18.4633946433923,18.40974449883978,18.44193458557129,3000,0.0,0.0,0.0
2021-09-29 00:00:00-04:00,18.421245198928965,18.501720436107675,18.413580681789494,18.41434669494629,1700,0.0,0.0,0.0
2021-09-30 00:00:00-04:00,18.432739143201612,18.463397208265857,18.385221481323242,18.385221481323242,4700,0.0,0.0,0.0
2021-10-01 00:00:00-04:00,18.3484303897261,18.431205109785047,18.3484303897261,18.402080535888672,1000,0.0,0.0,0.0
2021-10-04 00:00:00-04:00,18.264124503393322,18.264124503393322,18.214305877685547,18.214305877685547,1600,0.0,0.0,0.0
2021-10-05 00:00:00-04:00,18.244959851707996,18.321603536718744,18.23346381060623,18.289413452148438,500,0.0,0.0,0.0
2021-10-06 00:00:00-04:00,18.241124418327978,18.329265594482422,18.241124418327978,18.329265594482422,1100,0.0,0.0,0.0
2021-10-07 00:00:00-04:00,18.43273790557461,18.501717085480692,18.39288330078125,18.39288330078125,5100,0.0,0.0,0.0
2021-10-08 00:00:00-04:00,18.34843379373143,18.34843379373143,18.31777572631836,18.31777572631836,300,0.0,0.0,0.0
2021-10-11 00:00:00-04:00,18.31777572631836,18.31777572631836,18.31777572631836,18.31777572631836,0,0.0,0.0,0.0
2021-10-12 00:00:00-04:00,18.248793709930823,18.248793709930823,18.177515029907227,18.177515029907227,1000,0.0,0.0,0.0
2021-10-13 00:00:00-04:00,18.195144316980556,18.225802380916885,18.187479800996474,18.191312789916992,6300,0.0,0.0,0.0
2021-10-14 00:00:00-04:00,18.409746170043945,18.409746170043945,18.409746170043945,18.409746170043945,300,0.0,0.0,0.0
2021-10-15 00:00:00-04:00,18.486389825750113,18.53237545917279,18.486389825750113,18.505550384521484,1600,0.0,0.0,0.0
2021-10-18 00:00:00-04:00,18.549681628849143,18.588392202526478,18.348392552356582,18.56439208984375,17300,0.242,0.0,0.0
2021-10-19 00:00:00-04:00,18.603097116295693,18.61161447430119,18.59225845336914,18.59225845336914,600,0.0,0.0,0.0
2021-10-20 00:00:00-04:00,18.641807804679907,18.641807804679907,18.580646144908627,18.59613037109375,37200,0.0,0.0,0.0
2021-10-21 00:00:00-04:00,18.61935806274414,18.61935806274414,18.60387531086365,18.61935806274414,6400,0.0,0.0,0.0
2021-10-22 00:00:00-04:00,18.61935523371435,18.627097346806913,18.572904031816066,18.59613037109375,4000,0.0,0.0,0.0
2021-10-25 00:00:00-04:00,18.58065326332375,18.650330831193827,18.572911147265113,18.62555694580078,10400,0.0,0.0,0.0
2021-10-26 00:00:00-04:00,18.642585194906147,18.679746754307423,18.642585194906147,18.66581153869629,2300,0.0,0.0,0.0
2021-10-27 00:00:00-04:00,18.63483822735392,18.673548790256337,18.619354002192956,18.638710021972656,2900,0.0,0.0,0.0
2021-10-28 00:00:00-04:00,18.66193703484583,18.68516337526536,18.66193703484583,18.681291580200195,1500,0.0,0.0,0.0
2021-10-29 00:00:00-04:00,18.68128825684173,18.696772481033474,18.619352836731643,18.669675827026367,6100,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,18.69677734375,18.71226157196893,18.65032613575048,18.69677734375,6100,0.0,0.0,0.0
2021-11-02 00:00:00-04:00,18.7277451193978,18.7277451193978,18.658067571602796,18.71613121032715,7400,0.0,0.0,0.0
2021-11-03 00:00:00-04:00,18.735485076904297,18.735485076904297,18.696774512219484,18.735485076904297,4000,0.0,0.0,0.0
2021-11-04 00:00:00-04:00,18.758713263212833,18.758713263212833,18.74322903459501,18.747100830078125,3400,0.0,0.0,0.0
2021-11-05 00:00:00-04:00,18.774199092709985,18.774199092709985,18.750972747802734,18.750972747802734,20700,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,18.78194120767907,18.78194120767907,18.750972747802734,18.750972747802734,10500,0.0,0.0,0.0
2021-11-09 00:00:00-05:00,18.735489994522013,18.758714862771818,18.735489994522013,18.750972747802734,6900,0.0,0.0,0.0
2021-11-10 00:00:00-05:00,18.743233533875358,18.756394983694157,18.727750778198242,18.727750778198242,2500,0.0,0.0,0.0
2021-11-11 00:00:00-05:00,18.75019405782459,18.758709939058132,18.727742963967334,18.735485076904297,9600,0.0,0.0,0.0
2021-11-12 00:00:00-05:00,18.74322854034518,18.766454882659446,18.74322854034518,18.758712768554688,7800,0.0,0.0,0.0
2021-11-15 00:00:00-05:00,18.766453097286195,18.77419521065439,18.747098552194267,18.762582778930664,11500,0.0,0.0,0.0
2021-11-16 00:00:00-05:00,18.765681114246153,18.82839031884021,18.750970654449933,18.758712768554688,5000,0.0,0.0,0.0
2021-11-17 00:00:00-05:00,18.76568092824965,18.843874360278203,18.750970468599235,18.766454696655273,31800,0.0,0.0,0.0
2021-11-18 00:00:00-05:00,18.750968870549798,18.77419521065439,18.750968870549798,18.762582778930664,11200,0.0,0.0,0.0
2021-11-19 00:00:00-05:00,18.781940460205078,18.820649556852526,18.74322988690025,18.781940460205078,30300,0.0,0.0,0.0
2021-11-22 00:00:00-05:00,18.885947618760525,18.964150599966548,18.753786087036133,18.753786087036133,22300,0.243,0.0,0.0
2021-11-23 00:00:00-05:00,18.74518286954587,18.76864421178582,18.627097544279792,18.69904327392578,7800,0.0,0.0,0.0
2021-11-24 00:00:00-05:00,18.690441863171237,18.760824400680413,18.6122388779835,18.73032569885254,5400,0.0,0.0,0.0
2021-11-26 00:00:00-05:00,18.620058059692383,18.729542828150546,18.61223761254553,18.620058059692383,28800,0.0,0.0,0.0
2021-11-29 00:00:00-05:00,18.698260846554508,18.776463825618027,18.67871047468807,18.745182037353516,9100,0.0,0.0,0.0
2021-11-30 00:00:00-05:00,18.690435179899026,18.768638137123176,18.588772379625777,18.659154891967773,18900,0.0,0.0,0.0
2021-12-01 00:00:00-05:00,18.690441798657314,18.76082433592355,18.54654884338379,18.54654884338379,6500,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,18.51839111048464,18.627874362990017,18.491020297358297,18.580171585083008,26200,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,18.61224110883725,18.61224110883725,18.416734368233506,18.471477508544922,65300,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,18.4636531506574,18.526215234740533,18.377629725693936,18.510574340820312,23800,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,18.651341797060994,18.760825085360715,18.651341797060994,18.74283790588379,25500,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,18.768636287483744,18.776456731595193,18.674792449743556,18.767854690551758,19100,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,18.70998900116845,18.753000710163857,18.639606475830078,18.639606475830078,7800,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,18.753006226374744,18.768647123627968,18.69435509907224,18.750659942626953,5000,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,18.753004379655366,18.753004379655366,18.58877944946289,18.58877944946289,6900,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,18.440193373242725,18.463654716112238,18.322889642090882,18.40969467163086,17100,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,18.401089080679732,18.72562939071144,18.315065665000144,18.7248477935791,9500,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,18.815568695531365,18.815568695531365,18.322892355105406,18.3494815826416,23400,0.0,0.0,0.0
2021-12-17 00:00:00-05:00,18.299422833826224,18.299422833826224,18.080456332166488,18.232168197631836,26200,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,18.17430200785058,18.23686408996582,18.16179048638615,18.23686408996582,3500,0.0,0.0,0.0
