Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-05-26 00:00:00-04:00,12.073078878815995,12.0927108599292,11.955292743412912,12.022038459777832,838200,0.0,0.0,0.0
2000-05-30 00:00:00-04:00,12.190862072991363,12.261533737182617,12.190862072991363,12.261533737182617,1800,0.0,0.0,0.0
2000-05-31 00:00:00-04:00,12.406804877872265,12.548148235502346,12.406804877872265,12.501033782958984,14400,0.0,0.0,0.0
2000-06-01 00:00:00-04:00,12.591336167758781,12.791572570800781,12.591336167758781,12.791572570800781,905400,0.0,0.0,0.0
2000-06-02 00:00:00-04:00,12.999666237928917,13.156713485717773,12.999666237928917,13.156713485717773,1552200,0.0,0.0,0.0
2000-06-05 00:00:00-04:00,13.168489119642008,13.201862335205078,13.160635752557198,13.201862335205078,348000,0.0,0.0,0.0
2000-06-06 00:00:00-04:00,13.195965946386771,13.268601652847007,13.080143928527832,13.080143928527832,87600,0.0,0.0,0.0
2000-06-07 00:00:00-04:00,13.141007223307774,13.141007223307774,13.07818603515625,13.07818603515625,88200,0.0,0.0,0.0
2000-06-08 00:00:00-04:00,13.176343946202305,13.176343946202305,13.074261665344238,13.074261665344238,1222200,0.0,0.0,0.0
2000-06-09 00:00:00-04:00,13.180271456318517,13.180271456318517,13.144935607910156,13.144935607910156,4200,0.0,0.0,0.0
2000-06-12 00:00:00-04:00,13.26664288064118,13.26664288064118,13.027145385742188,13.027145385742188,3600,0.0,0.0,0.0
2000-06-13 00:00:00-04:00,12.966290509841656,13.019292831420898,12.840651010499839,13.019292831420898,336000,0.0,0.0,0.0
2000-06-14 00:00:00-04:00,13.160639216637176,13.160639216637176,13.10174613709429,13.131194114685059,6600,0.0,0.0,0.0
2000-06-15 00:00:00-04:00,13.066405296325684,13.066405296325684,12.940768691735927,13.066405296325684,58200,0.0,0.0,0.0
2000-06-16 00:00:00-04:00,13.152787906533765,13.152787906533765,13.035001754760742,13.035001754760742,72000,0.0,0.0,0.0
2000-06-19 00:00:00-04:00,13.235233599328065,13.235233599328065,13.199897766113281,13.199897766113281,27000,0.0,0.0,0.0
2000-06-20 00:00:00-04:00,13.274502426678321,13.286281044625683,13.144937629257326,13.20383071899414,448800,0.0,0.0,0.0
